"","latitude","longitude","wind_kt","latitude_p","longitude_p","windkt_p","date","year","nature","delta1","delta2","delta3"
"302",20.8,-98.1,55,20.7,-99.4,50,220,1990,5,-0.0999999999999979,-1.3,-30
"303",20.7,-99.4,50,20.8,-100.8,30,220,1990,5,-0.100000000000001,-1.30000000000001,-5
"304",20.8,-100.8,30,21.1,-102.2,25,220,1990,5,0.100000000000001,-1.39999999999999,-20
"305",21.1,-102.2,25,21.6,-103.4,25,220,1990,5,0.300000000000001,-1.40000000000001,-5
"306",21.6,-103.4,25,22,-104.9,20,221,1990,5,0.5,-1.2,0
"307",8.5,-34,25,8.3,-36.2,30,223,1990,5,-0.5,-1.9,0
"308",8.3,-36.2,30,8.2,-39,30,224,1990,5,-0.199999999999999,-2.2,5
"309",8.2,-39,30,8,-42,30,224,1990,5,-0.100000000000001,-2.8,0
"310",8,-42,30,7.9,-44.6,25,224,1990,5,-0.199999999999999,-3,0
"311",7.9,-44.6,25,8.2,-46.8,15,224,1990,5,-0.0999999999999996,-2.6,-5
"312",8.2,-46.8,15,8.4,-48.9,15,225,1990,1,0.299999999999999,-2.2,-10
"313",8.4,-48.9,15,8.7,-51.1,30,225,1990,1,0.200000000000001,-2.1,0
"314",8.7,-51.1,30,9,-53.6,35,225,1990,5,0.299999999999999,-2.2,15
"315",9,-53.6,35,9.2,-56,35,225,1990,5,0.300000000000001,-2.5,5
"316",9.2,-56,35,9.7,-59,35,226,1990,5,0.199999999999999,-2.4,0
"317",9.7,-59,35,10.2,-61.3,35,226,1990,5,0.5,-3,0
"318",7.4,-25.1,25,8.4,-26.7,25,247,1990,5,0.2,-1.7,0
"319",8.4,-26.7,25,9.2,-28.4,30,247,1990,5,1,-1.6,0
"320",9.2,-28.4,30,9.7,-29.9,30,247,1990,5,0.799999999999999,-1.7,5
"321",9.7,-29.9,30,9.9,-31.4,30,248,1990,5,0.5,-1.5,0
"322",9.9,-31.4,30,10,-32.7,35,248,1990,5,0.200000000000001,-1.5,0
"323",10,-32.7,35,10.4,-33.8,40,248,1990,5,0.0999999999999996,-1.3,5
"324",10.4,-33.8,40,11.3,-34.7,45,248,1990,5,0.4,-1.09999999999999,5
"325",11.3,-34.7,45,12.4,-35.4,50,249,1990,5,0.9,-0.900000000000006,5
"326",12.4,-35.4,50,13.5,-36,55,249,1990,5,1.1,-0.699999999999996,5
"327",13.5,-36,55,14.7,-36.4,60,249,1990,5,1.1,-0.600000000000001,5
"328",14.7,-36.4,60,15.9,-36.8,65,249,1990,5,1.2,-0.399999999999999,5
"329",15.9,-36.8,65,17.2,-37.3,75,250,1990,5,1.2,-0.399999999999999,5
"330",17.2,-37.3,75,18.5,-37.6,85,250,1990,5,1.3,-0.5,10
"331",18.5,-37.6,85,19.9,-37.9,80,250,1990,5,1.3,-0.300000000000004,10
"332",19.9,-37.9,80,21.1,-38.2,75,250,1990,5,1.4,-0.299999999999997,-5
"333",21.1,-38.2,75,22.2,-38.7,70,251,1990,5,1.2,-0.300000000000004,-5
"334",22.2,-38.7,70,23.2,-39.3,65,251,1990,5,1.1,-0.5,-5
"335",23.2,-39.3,65,24.3,-40,60,251,1990,5,1,-0.599999999999994,-5
"336",24.3,-40,60,25.6,-40.7,55,251,1990,5,1.1,-0.700000000000003,-5
"337",25.6,-40.7,55,26.8,-41.7,50,252,1990,5,1.3,-0.700000000000003,-5
"338",26.8,-41.7,50,27.9,-43,55,252,1990,5,1.2,-1,-5
"339",27.9,-43,55,28.6,-44.2,65,252,1990,5,1.1,-1.3,5
"340",28.6,-44.2,65,29,-45.1,65,252,1990,5,0.700000000000003,-1.2,10
"341",29,-45.1,65,29.4,-45.6,65,253,1990,5,0.399999999999999,-0.899999999999999,0
"342",29.4,-45.6,65,29.8,-46.1,65,253,1990,5,0.399999999999999,-0.5,0
"343",29.8,-46.1,65,30.1,-46.6,65,253,1990,5,0.400000000000002,-0.5,0
"344",30.1,-46.6,65,30.6,-47,65,253,1990,5,0.300000000000001,-0.5,0
"345",30.6,-47,65,31.2,-47.4,75,254,1990,5,0.5,-0.399999999999999,0
"346",31.2,-47.4,75,31.9,-48,80,254,1990,5,0.599999999999998,-0.399999999999999,10
"347",31.9,-48,80,32.6,-48.7,80,254,1990,5,0.699999999999999,-0.600000000000001,5
"348",32.6,-48.7,80,33.1,-49.5,75,254,1990,5,0.700000000000003,-0.700000000000003,0
"349",33.1,-49.5,75,33.4,-50.1,75,255,1990,5,0.5,-0.799999999999997,-5
"350",33.4,-50.1,75,33.6,-50.4,70,255,1990,5,0.299999999999997,-0.600000000000001,0
"351",33.6,-50.4,70,33.8,-50.6,65,255,1990,5,0.200000000000003,-0.299999999999997,-5
"352",33.8,-50.6,65,34.1,-50.7,65,255,1990,5,0.199999999999996,-0.200000000000003,-5
"353",34.1,-50.7,65,34.4,-50.8,65,256,1990,5,0.300000000000004,-0.100000000000001,0
"354",34.4,-50.8,65,34.9,-50.8,65,256,1990,5,0.299999999999997,-0.0999999999999943,0
"355",34.9,-50.8,65,35.4,-50.6,65,256,1990,5,0.5,0,0
"356",35.4,-50.6,65,35.8,-50.1,65,256,1990,5,0.5,0.199999999999996,0
"357",35.8,-50.1,65,36.2,-49.4,65,257,1990,5,0.399999999999999,0.5,0
"358",36.2,-49.4,65,36.6,-48.7,65,257,1990,5,0.400000000000006,0.700000000000003,0
"359",36.6,-48.7,65,37.1,-47.9,65,257,1990,5,0.399999999999999,0.699999999999996,0
"360",37.1,-47.9,65,37.8,-47.4,65,257,1990,5,0.5,0.800000000000004,0
"361",37.8,-47.4,65,38.7,-47.2,65,258,1990,5,0.699999999999996,0.5,0
"362",38.7,-47.2,65,39.6,-47.5,65,258,1990,5,0.900000000000006,0.199999999999996,0
"363",39.6,-47.5,65,40.3,-48,65,258,1990,5,0.899999999999999,-0.299999999999997,0
"364",40.3,-48,65,40.5,-48.5,65,258,1990,5,0.699999999999996,-0.5,0
"365",40.5,-48.5,65,41.8,-47.9,60,259,1990,5,0.200000000000003,-0.5,0
"366",41.8,-47.9,60,43.5,-47,55,259,1990,5,1.3,0.600000000000001,-5
"367",43.5,-47,55,45,-45.5,45,259,1990,5,1.7,0.899999999999999,-5
"368",45,-45.5,45,46.5,-43.5,45,259,1990,5,1.5,1.5,-10
"369",46.5,-43.5,45,48.2,-41.5,35,260,1990,5,1.5,2,0
"370",48.2,-41.5,35,50,-39.5,35,260,1990,5,1.7,2,-10
"371",14.5,-32.4,30,15,-32.7,30,264,1990,5,0.5,-0.399999999999999,0
"372",15,-32.7,30,15.6,-33,30,264,1990,5,0.5,-0.300000000000004,0
"373",15.6,-33,30,16.1,-33.2,30,265,1990,5,0.6,-0.299999999999997,0
"374",16.1,-33.2,30,16.7,-33.4,30,265,1990,5,0.500000000000002,-0.200000000000003,0
"375",16.7,-33.4,30,17.4,-33.4,30,265,1990,5,0.599999999999998,-0.199999999999996,0
"376",17.4,-33.4,30,17.9,-33.5,30,265,1990,5,0.699999999999999,0,0
"377",17.9,-33.5,30,18.2,-33.6,30,266,1990,5,0.5,-0.100000000000001,0
"378",18.2,-33.6,30,18.5,-33.8,30,266,1990,5,0.300000000000001,-0.100000000000001,0
"379",18.5,-33.8,30,18.7,-34,30,266,1990,5,0.300000000000001,-0.199999999999996,0
"380",18.7,-34,30,19,-34.1,30,266,1990,5,0.199999999999999,-0.200000000000003,0
"381",19,-34.1,30,19.1,-34.1,30,267,1990,5,0.300000000000001,-0.100000000000001,0
"382",19.1,-34.1,30,19.3,-34.2,35,267,1990,5,0.100000000000001,0,0
"383",19.3,-34.2,35,19.4,-34.4,35,267,1990,5,0.199999999999999,-0.100000000000001,5
"384",19.4,-34.4,35,19.5,-34.6,40,267,1990,5,0.0999999999999979,-0.199999999999996,0
"385",19.5,-34.6,40,19.7,-34.8,40,268,1990,5,0.100000000000001,-0.200000000000003,5
"386",19.7,-34.8,40,19.9,-35.2,40,268,1990,5,0.199999999999999,-0.199999999999996,0
"387",19.9,-35.2,40,20.1,-35.9,35,268,1990,5,0.199999999999999,-0.400000000000006,0
"388",20.1,-35.9,35,20.3,-36.8,35,268,1990,5,0.200000000000003,-0.699999999999996,-5
"389",20.3,-36.8,35,20.4,-37.6,30,269,1990,5,0.199999999999999,-0.899999999999999,0
"390",20.4,-37.6,30,20.3,-38.4,30,269,1990,5,0.0999999999999979,-0.800000000000004,-5
"391",20.3,-38.4,30,20.2,-38.9,30,269,1990,5,-0.0999999999999979,-0.799999999999997,0
"392",20.2,-38.9,30,20.2,-39.3,30,269,1990,5,-0.100000000000001,-0.5,0
"393",20.2,-39.3,30,20.2,-39.6,30,270,1990,5,0,-0.399999999999999,0
"394",20.2,-39.6,30,20.3,-40,25,270,1990,5,0,-0.300000000000004,0
"395",20.3,-40,25,20.4,-40.4,25,270,1990,5,0.100000000000001,-0.399999999999999,-5
"396",20.4,-40.4,25,20.6,-40.6,25,270,1990,5,0.0999999999999979,-0.399999999999999,0
"397",20.6,-40.6,25,20.9,-40.9,25,271,1990,5,0.200000000000003,-0.200000000000003,0
"398",20.9,-40.9,25,21.2,-41.2,25,271,1990,5,0.299999999999997,-0.299999999999997,0
"399",21.2,-41.2,25,21.6,-41.6,25,271,1990,5,0.300000000000001,-0.300000000000004,0
"400",21.6,-41.6,25,22,-42.1,25,271,1990,5,0.400000000000002,-0.399999999999999,0
"401",22,-42.1,25,22.5,-42.8,25,272,1990,5,0.399999999999999,-0.5,0
"402",22.5,-42.8,25,23.1,-43.6,25,272,1990,5,0.5,-0.699999999999996,0
"403",23.1,-43.6,25,23.8,-44.3,30,272,1990,5,0.600000000000001,-0.800000000000004,0
"404",23.8,-44.3,30,24.5,-45,30,272,1990,5,0.699999999999999,-0.699999999999996,5
"405",24.5,-45,30,25.5,-45.4,30,273,1990,5,0.699999999999999,-0.700000000000003,0
"406",25.5,-45.4,30,26.7,-45.5,30,273,1990,5,1,-0.399999999999999,0
"407",26.7,-45.5,30,27.8,-45.3,30,273,1990,5,1.2,-0.100000000000001,0
"408",27.8,-45.3,30,28.5,-44.8,30,273,1990,5,1.1,0.200000000000003,0
"409",28.5,-44.8,30,29.1,-43.8,30,274,1990,5,0.699999999999999,0.5,0
"410",29.1,-43.8,30,29.6,-42.4,35,274,1990,5,0.600000000000001,1,0
"411",29.6,-42.4,35,29.9,-41.1,35,274,1990,5,0.5,1.4,5
"412",29.9,-41.1,35,30,-40,35,274,1990,5,0.299999999999997,1.3,0
"413",30,-40,35,30,-39.4,35,275,1990,5,0.100000000000001,1.1,0
"414",30,-39.4,35,29.8,-39.2,40,275,1990,5,0,0.600000000000001,0
"415",29.8,-39.2,40,29.6,-39.2,35,275,1990,5,-0.199999999999999,0.199999999999996,5
"416",29.6,-39.2,35,29.4,-39.4,35,275,1990,5,-0.199999999999999,0,-5
"417",29.4,-39.4,35,29.1,-40,35,276,1990,5,-0.200000000000003,-0.199999999999996,0
"418",29.1,-40,35,28.6,-40.7,35,276,1990,5,-0.299999999999997,-0.600000000000001,0
"419",28.6,-40.7,35,28.3,-41.4,40,276,1990,5,-0.5,-0.700000000000003,0
"420",28.3,-41.4,40,28.2,-42.1,45,276,1990,5,-0.300000000000001,-0.699999999999996,5
"421",28.2,-42.1,45,28.5,-42.5,50,277,1990,5,-0.100000000000001,-0.700000000000003,5
"422",28.5,-42.5,50,29,-42.6,55,277,1990,5,0.300000000000001,-0.399999999999999,5
"423",29,-42.6,55,29.5,-42.3,60,277,1990,5,0.5,-0.100000000000001,5
"424",29.5,-42.3,60,30,-41.5,65,277,1990,5,0.5,0.300000000000004,5
"425",30,-41.5,65,30.7,-40.5,65,278,1990,5,0.5,0.799999999999997,5
"426",30.7,-40.5,65,32.1,-39.3,70,278,1990,5,0.699999999999999,1,0
"427",32.1,-39.3,70,34.1,-38.4,75,278,1990,5,1.4,1.2,5
"428",34.1,-38.4,75,36.5,-38.5,70,278,1990,5,2,0.899999999999999,5
"429",36.5,-38.5,70,38.9,-40,70,279,1990,5,2.4,-0.100000000000001,-5
"430",38.9,-40,70,41,-42.9,60,279,1990,5,2.4,-1.5,0
"431",16.2,-59.6,35,16.4,-59.8,45,276,1990,5,0.6,-0.300000000000004,5
"432",16.4,-59.8,45,16.5,-60.1,50,277,1990,5,0.199999999999999,-0.199999999999996,10
"433",16.5,-60.1,50,16.6,-60.4,50,277,1990,5,0.100000000000001,-0.300000000000004,5
"434",16.6,-60.4,50,16.8,-60.7,55,277,1990,5,0.100000000000001,-0.299999999999997,0
"435",16.8,-60.7,55,16.9,-60.9,55,277,1990,5,0.199999999999999,-0.300000000000004,5
"436",16.9,-60.9,55,17,-61.1,60,278,1990,5,0.0999999999999979,-0.199999999999996,0
"437",17,-61.1,60,17.2,-61.2,70,278,1990,5,0.100000000000001,-0.200000000000003,5
"438",17.2,-61.2,70,17.4,-61.4,70,278,1990,5,0.199999999999999,-0.100000000000001,10
"439",17.4,-61.4,70,17.7,-61.6,65,278,1990,5,0.199999999999999,-0.199999999999996,0
"440",17.7,-61.6,65,18.1,-61.8,60,279,1990,5,0.300000000000001,-0.200000000000003,-5
"441",18.1,-61.8,60,18.3,-62.1,60,279,1990,5,0.400000000000002,-0.199999999999996,-5
"442",18.3,-62.1,60,18.6,-62.3,55,279,1990,5,0.199999999999999,-0.300000000000004,0
"443",18.6,-62.3,55,18.7,-62.7,55,279,1990,5,0.300000000000001,-0.199999999999996,-5
"444",18.7,-62.7,55,18.8,-63.1,55,280,1990,5,0.0999999999999979,-0.400000000000006,0
"445",18.8,-63.1,55,18.9,-63.8,50,280,1990,5,0.100000000000001,-0.399999999999999,0
"446",18.9,-63.8,50,19.2,-64.9,40,280,1990,5,0.0999999999999979,-0.699999999999996,-5
"447",19.2,-64.9,40,19.7,-66.1,30,280,1990,5,0.300000000000001,-1.10000000000001,-10
"448",19.7,-66.1,30,20.4,-67.5,30,281,1990,5,0.5,-1.19999999999999,-10
"449",20.4,-67.5,30,21.1,-68.9,40,281,1990,5,0.699999999999999,-1.40000000000001,0
"450",21.1,-68.9,40,21.9,-70.1,45,281,1990,5,0.700000000000003,-1.40000000000001,10
"451",21.9,-70.1,45,22.6,-71.2,45,281,1990,5,0.799999999999997,-1.19999999999999,5
"452",22.6,-71.2,45,23.4,-72.3,45,282,1990,5,0.700000000000003,-1.10000000000001,0
"453",23.4,-72.3,45,24.5,-73.4,35,282,1990,5,0.799999999999997,-1.09999999999999,0
"454",35.7,-44.1,50,35.3,-44.2,50,279,1990,4,-0.299999999999997,-0.100000000000001,5
"455",35.3,-44.2,50,35,-44.4,50,279,1990,4,-0.400000000000006,-0.100000000000001,0
"456",35,-44.4,50,34.7,-44.5,45,280,1990,4,-0.299999999999997,-0.199999999999996,0
"457",34.7,-44.5,45,34.4,-44.6,45,280,1990,4,-0.299999999999997,-0.100000000000001,-5
"458",34.4,-44.6,45,34.1,-44.8,45,280,1990,4,-0.300000000000004,-0.100000000000001,0
"459",34.1,-44.8,45,33.8,-45,45,280,1990,4,-0.299999999999997,-0.199999999999996,0
"460",33.8,-45,45,33.5,-45.3,50,281,1990,4,-0.300000000000004,-0.200000000000003,0
"461",33.5,-45.3,50,32.8,-46,50,281,1990,4,-0.299999999999997,-0.299999999999997,5
"462",32.8,-46,50,32.2,-46.8,55,281,1990,4,-0.700000000000003,-0.700000000000003,0
"463",32.2,-46.8,55,31.6,-47.6,60,281,1990,4,-0.599999999999994,-0.799999999999997,5
"464",31.6,-47.6,60,31.3,-48.3,60,282,1990,4,-0.600000000000001,-0.800000000000004,5
"465",31.3,-48.3,60,31.1,-48.8,50,282,1990,4,-0.300000000000001,-0.699999999999996,0
"466",31.1,-48.8,50,31,-49.2,50,282,1990,4,-0.199999999999999,-0.5,-10
"467",31,-49.2,50,31,-49.5,50,282,1990,4,-0.100000000000001,-0.400000000000006,0
"468",31,-49.5,50,30.9,-50.1,50,283,1990,4,0,-0.299999999999997,0
"469",30.9,-50.1,50,31,-51.3,55,283,1990,4,-0.100000000000001,-0.600000000000001,0
"470",31,-51.3,55,31.3,-53.4,60,283,1990,4,0.100000000000001,-1.2,5
"471",31.3,-53.4,60,31.2,-55.9,65,283,1990,4,0.300000000000001,-2.1,5
"472",31.2,-55.9,65,31,-58.7,65,284,1990,5,-0.100000000000001,-2.5,5
"473",31,-58.7,65,30.7,-61.3,65,284,1990,5,-0.199999999999999,-2.8,0
"474",30.7,-61.3,65,30.3,-64.1,65,284,1990,5,-0.300000000000001,-2.59999999999999,0
"475",30.3,-64.1,65,29.9,-66.4,65,284,1990,5,-0.399999999999999,-2.8,0
"476",29.9,-66.4,65,29.8,-68.5,65,285,1990,5,-0.400000000000002,-2.30000000000001,0
"477",29.8,-68.5,65,30.2,-70.3,65,285,1990,5,-0.0999999999999979,-2.09999999999999,0
"478",30.2,-70.3,65,30.9,-71.4,65,285,1990,5,0.399999999999999,-1.8,0
"479",30.9,-71.4,65,32.1,-72.1,65,285,1990,5,0.699999999999999,-1.10000000000001,0
"480",32.1,-72.1,65,33.2,-72.5,65,286,1990,5,1.2,-0.699999999999989,0
"481",33.2,-72.5,65,34.3,-72.4,60,286,1990,5,1.1,-0.400000000000006,0
"482",34.3,-72.4,60,35.5,-72,50,286,1990,5,1.09999999999999,0.0999999999999943,-5
"483",35.5,-72,50,36.6,-71.3,50,286,1990,5,1.2,0.400000000000006,-10
"484",36.6,-71.3,50,38,-69.7,50,287,1990,5,1.1,0.700000000000003,0
"485",38,-69.7,50,40,-67.5,50,287,1990,5,1.4,1.59999999999999,0
"486",40,-67.5,50,42.4,-65,45,287,1990,5,2,2.2,0
"487",42.4,-65,45,44.9,-61,40,287,1990,5,2.4,2.5,-5
"488",44.9,-61,40,46.6,-56.4,40,288,1990,2,2.5,4,-5
"489",46.6,-56.4,40,47.5,-51,40,288,1990,2,1.7,4.6,0
"490",22.7,-80.7,30,23.5,-81.4,30,282,1990,5,0.199999999999999,-1.2,5
"491",23.5,-81.4,30,24.1,-82,35,283,1990,5,0.800000000000001,-0.700000000000003,0
"492",24.1,-82,35,24.6,-82.4,40,283,1990,5,0.600000000000001,-0.599999999999994,5
"493",24.6,-82.4,40,25.2,-82.5,45,283,1990,5,0.5,-0.400000000000006,5
"494",25.2,-82.5,45,26,-82.6,50,283,1990,5,0.599999999999998,-0.0999999999999943,5
"495",26,-82.6,50,26.7,-82.6,55,284,1990,5,0.800000000000001,-0.0999999999999943,5
"496",26.7,-82.6,55,27.5,-82.8,50,284,1990,5,0.699999999999999,0,5
"497",27.5,-82.8,50,28.3,-83,40,284,1990,5,0.800000000000001,-0.200000000000003,-5
"498",28.3,-83,40,29.1,-83.1,30,284,1990,5,0.800000000000001,-0.200000000000003,-10
"499",29.1,-83.1,30,30.7,-83,20,285,1990,5,0.800000000000001,-0.0999999999999943,-10
"500",30.7,-83,20,32,-83,20,285,1990,5,1.6,0.0999999999999943,-10
"501",32,-83,20,33.2,-82.6,15,285,1990,2,1.3,0,0
"502",33.2,-82.6,15,33.7,-81.9,15,285,1990,2,1.2,0.400000000000006,-5
"503",33.7,-81.9,15,33.8,-81.5,15,286,1990,2,0.5,0.699999999999989,0
"504",33.8,-81.5,15,34,-81,15,286,1990,2,0.0999999999999943,0.400000000000006,0
"505",22.3,-60.8,30,22.3,-61.4,30,289,1990,5,0.100000000000001,-0.399999999999999,5
"506",22.3,-61.4,30,22.1,-62.1,35,289,1990,5,0,-0.600000000000001,0
"507",22.1,-62.1,35,22.1,-62.5,40,289,1990,5,-0.199999999999999,-0.700000000000003,5
"508",22.1,-62.5,40,22.1,-62.8,45,290,1990,5,0,-0.399999999999999,5
"509",22.1,-62.8,45,22.4,-63.2,55,290,1990,5,0,-0.299999999999997,5
"510",22.4,-63.2,55,22.8,-63.5,65,290,1990,5,0.299999999999997,-0.400000000000006,10
"511",22.8,-63.5,65,23.4,-63.6,70,290,1990,5,0.400000000000002,-0.299999999999997,10
"512",23.4,-63.6,70,24.1,-63.8,75,291,1990,5,0.599999999999998,-0.100000000000001,5
"513",24.1,-63.8,75,25,-64.2,75,291,1990,5,0.700000000000003,-0.199999999999996,5
"514",25,-64.2,75,26.1,-64.9,70,291,1990,5,0.899999999999999,-0.400000000000006,0
"515",26.1,-64.9,70,27.1,-65.7,65,291,1990,5,1.1,-0.700000000000003,-5
"516",27.1,-65.7,65,27.9,-66.3,70,292,1990,5,1,-0.799999999999997,-5
"517",27.9,-66.3,70,28.5,-66.9,75,292,1990,5,0.799999999999997,-0.599999999999994,5
"518",28.5,-66.9,75,28.9,-66.5,70,292,1990,5,0.600000000000001,-0.600000000000009,5
"519",28.9,-66.5,70,29.2,-66.2,60,292,1990,5,0.399999999999999,0.400000000000006,-5
"520",29.2,-66.2,60,29.5,-65.8,50,293,1990,5,0.300000000000001,0.299999999999997,-10
"521",29.5,-65.8,50,29.6,-65.5,40,293,1990,5,0.300000000000001,0.400000000000006,-10
"522",29.6,-65.5,40,29.3,-65.4,35,293,1990,5,0.100000000000001,0.299999999999997,-10
"523",29.3,-65.4,35,28.8,-64.8,30,293,1990,5,-0.300000000000001,0.0999999999999943,-5
"524",28.8,-64.8,30,28.8,-64.5,25,294,1990,5,-0.5,0.600000000000009,-5
"525",28.8,-64.5,25,27.7,-64.9,20,294,1990,5,0,0.299999999999997,-5
"526",25.9,-79,20,25.9,-80,20,180,1991,1,0,-1,0
"527",25.9,-80,20,26,-80.9,20,181,1991,1,0,-1,0
"528",26,-80.9,20,26.2,-81.8,20,181,1991,1,0.100000000000001,-0.900000000000006,0
"529",26.2,-81.8,20,26.7,-82.4,20,181,1991,1,0.199999999999999,-0.899999999999991,0
"530",26.7,-82.4,20,27.3,-82.7,20,181,1991,1,0.5,-0.600000000000009,0
"531",27.3,-82.7,20,28,-82.7,20,182,1991,1,0.600000000000001,-0.299999999999997,0
"532",28,-82.7,20,28.7,-82.5,20,182,1991,1,0.699999999999999,0,0
"533",28.7,-82.5,20,29.3,-82.2,20,182,1991,1,0.699999999999999,0.200000000000003,0
"534",29.3,-82.2,20,29.9,-81.6,20,182,1991,1,0.600000000000001,0.299999999999997,0
"535",29.9,-81.6,20,30.4,-81,20,183,1991,1,0.599999999999998,0.600000000000009,0
"536",30.4,-81,20,30.9,-80.3,20,183,1991,1,0.5,0.599999999999994,0
"537",30.9,-80.3,20,31.3,-79.7,25,183,1991,1,0.5,0.700000000000003,0
"538",31.3,-79.7,25,31.5,-79,25,183,1991,5,0.400000000000002,0.599999999999994,5
"539",31.5,-79,25,32.5,-77.4,25,184,1991,5,0.199999999999999,0.700000000000003,0
"540",32.5,-77.4,25,33.9,-75.4,30,184,1991,5,1,1.59999999999999,0
"541",33.9,-75.4,30,35.2,-73.4,30,184,1991,5,1.4,2,5
"542",35.2,-73.4,30,36.2,-70.7,40,184,1991,5,1.3,2,0
"543",36.2,-70.7,40,37.1,-67.8,45,185,1991,5,1,2.7,10
"544",37.1,-67.8,45,37.6,-64.7,45,185,1991,5,0.899999999999999,2.90000000000001,5
"545",37.6,-64.7,45,37.9,-61.1,45,185,1991,5,0.5,3.09999999999999,0
"546",37.9,-61.1,45,38,-57.5,45,185,1991,5,0.299999999999997,3.6,0
"547",38,-57.5,45,37.5,-54.2,40,186,1991,5,0.100000000000001,3.6,0
"548",37.5,-54.2,40,37,-50.7,35,186,1991,5,-0.5,3.3,-5
"549",25.7,-74.9,25,25.9,-75.4,30,228,1991,5,0.0999999999999979,-0.600000000000009,0
"550",25.9,-75.4,30,26.4,-75.8,35,228,1991,5,0.199999999999999,-0.5,5
"551",26.4,-75.8,35,27.1,-76.2,40,228,1991,5,0.5,-0.399999999999991,5
"552",27.1,-76.2,40,27.8,-76.5,45,229,1991,5,0.700000000000003,-0.400000000000006,5
"553",27.8,-76.5,45,28.4,-76.9,55,229,1991,5,0.699999999999999,-0.299999999999997,5
"554",28.4,-76.9,55,29,-77.1,65,229,1991,5,0.599999999999998,-0.400000000000006,10
"555",29,-77.1,65,29.7,-77,70,229,1991,5,0.600000000000001,-0.199999999999989,10
"556",29.7,-77,70,30.5,-76.9,75,230,1991,5,0.699999999999999,0.0999999999999943,5
"557",30.5,-76.9,75,31.5,-76.6,80,230,1991,5,0.800000000000001,0.0999999999999943,5
"558",31.5,-76.6,80,33,-76.1,85,230,1991,5,1,0.300000000000011,5
"559",33,-76.1,85,34.6,-75.3,95,230,1991,5,1.5,0.5,5
"560",34.6,-75.3,95,36.5,-74.5,100,231,1991,5,1.6,0.799999999999997,10
"561",36.5,-74.5,100,38.9,-73,95,231,1991,5,1.9,0.799999999999997,5
"562",38.9,-73,95,41.4,-71.4,85,231,1991,5,2.4,1.5,-5
"563",41.4,-71.4,85,43.8,-69.6,60,231,1991,5,2.5,1.59999999999999,-10
"564",43.8,-69.6,60,45.6,-67.6,50,232,1991,5,2.4,1.80000000000001,-25
"565",45.6,-67.6,50,47,-65.5,45,232,1991,5,1.8,2,-10
"566",47,-65.5,45,48.4,-61.9,40,232,1991,5,1.4,2.09999999999999,-5
"567",48.4,-61.9,40,49.8,-58.3,40,232,1991,2,1.4,3.6,-5
"568",49.8,-58.3,40,50.9,-54.9,40,233,1991,2,1.4,3.6,0
"569",50.9,-54.9,40,51.6,-51.4,35,233,1991,2,1.1,3.4,0
"570",51.6,-51.4,35,51.9,-47.3,30,233,1991,2,0.700000000000003,3.5,-5
"571",51.9,-47.3,30,51.9,-42.8,30,233,1991,2,0.299999999999997,4.1,-5
"572",51.9,-42.8,30,51.5,-38.3,35,234,1991,2,0,4.5,0
"573",51.5,-38.3,35,50.7,-34.1,40,234,1991,2,-0.399999999999999,4.5,5
"574",50.7,-34.1,40,49.3,-30.3,40,234,1991,2,-0.799999999999997,4.2,5
"575",49.3,-30.3,40,47.7,-26.9,40,234,1991,2,-1.40000000000001,3.8,0
"576",47.7,-26.9,40,46.3,-23.9,40,235,1991,2,-1.59999999999999,3.4,0
"577",46.3,-23.9,40,45.3,-21.4,35,235,1991,2,-1.40000000000001,3,0
"578",45.3,-21.4,35,44.2,-19.9,30,235,1991,2,-1,2.5,-5
"579",44.2,-19.9,30,43.1,-19.4,25,235,1991,2,-1.09999999999999,1.5,-5
"580",43.1,-19.4,25,42.4,-19.1,25,236,1991,2,-1.1,0.5,-5
"581",42.4,-19.1,25,42.2,-18.6,25,236,1991,2,-0.700000000000003,0.299999999999997,0
"582",42.2,-18.6,25,42.1,-18.1,25,236,1991,2,-0.199999999999996,0.5,0
"583",42.1,-18.1,25,41.9,-17.9,25,236,1991,2,-0.100000000000001,0.5,0
"584",41.9,-17.9,25,41.7,-17.8,25,237,1991,2,-0.200000000000003,0.200000000000003,0
"585",41.7,-17.8,25,41.3,-17.6,25,237,1991,2,-0.199999999999996,0.0999999999999979,0
"586",41.3,-17.6,25,40.9,-17.3,25,237,1991,2,-0.400000000000006,0.199999999999999,0
"587",40.9,-17.3,25,40.5,-16.8,25,237,1991,2,-0.399999999999999,0.300000000000001,0
"588",40.5,-16.8,25,40.2,-16,25,238,1991,2,-0.399999999999999,0.5,0
"589",40.2,-16,25,40,-15.2,20,238,1991,2,-0.299999999999997,0.800000000000001,0
"590",40,-15.2,20,39.9,-14.4,20,238,1991,2,-0.200000000000003,0.800000000000001,-5
"591",39.9,-14.4,20,39.9,-13.8,20,238,1991,2,-0.100000000000001,0.799999999999999,0
"592",39.9,-13.8,20,40,-13.1,20,239,1991,2,0,0.6,0
"593",40,-13.1,20,40,-12.4,20,239,1991,2,0.100000000000001,0.700000000000001,0
"594",40,-12.4,20,40,-11.8,20,239,1991,2,0,0.699999999999999,0
"595",40,-11.8,20,40,-11.3,15,239,1991,2,0,0.6,0
"596",40,-11.3,15,40,-10.9,15,240,1991,2,0,0.5,-5
"597",40,-10.9,15,40,-10.5,15,240,1991,2,0,0.4,0
